SampleID	OTU2	OTU3	OTU5	OTU8	OTU18	OTU19	OTU24	OTU57	OTU94	OTU136	OTU137	OTU138	OTU141	OTU143	OTU144	OTU146	OTU147	OTU148	OTU149	OTU150	OTU155	OTU156	OTU158	OTU162	OTU164	OTU165	OTU167	OTU168	OTU170	OTU177	OTU178	OTU182	OTU183	OTU184	OTU186	OTU188	OTU198	OTU201	OTU203	OTU207	OTU209	OTU212	OTU214	OTU221	OTU227	OTU233	OTU238	OTU239	OTU242	OTU245	OTU248	OTU249	OTU255	OTU258	OTU264	OTU276	OTU280	OTU284	OTU288	OTU291	OTU296	OTU307	OTU309	OTU320	OTU336	OTU343	OTU379	OTU400	OTU401	OTU445	OTU466	OTU471	OTU545	OTU547	OTU549	OTU574	OTU575	OTU592	OTU593	OTU594	OTU595	OTU599	OTU601	OTU602	OTU603	OTU605	OTU606	OTU607	OTU608	OTU609	OTU611	OTU612	OTU615	OTU617	OTU619	OTU621	OTU624	OTU625	OTU629	OTU632	OTU640	OTU643	OTU649	OTU651	OTU653	OTU661	OTU665	OTU667	OTU669	OTU674	OTU675	OTU682	OTU684	OTU688	OTU690	OTU694	OTU695	OTU698	OTU700	OTU706	OTU712	OTU767	OTU778	OTU793	OTU797	OTU812	OTU852	OTU880	OTU935	OTU973	OTU978	OTU990	OTU1004	OTU1024	OTU1061	OTU1064	OTU1065	OTU1066	OTU1067	OTU1068	OTU1070	OTU1071	OTU1072	OTU1073	OTU1074	OTU1075	OTU1076	OTU1082	OTU1083	OTU1084	OTU1094	OTU1095	OTU1096	OTU1100	OTU1101	OTU1103	OTU1105	OTU1112	OTU1115	OTU1118	OTU1125	OTU1127	OTU1140	OTU1141	OTU1146	OTU1163	OTU1166	OTU1194	OTU1210	OTU1213	OTU1216	OTU1217	OTU1218	OTU1221	OTU1224	OTU1225	OTU1226	OTU1227	OTU1228	OTU1229	OTU1230	OTU1233	OTU1234	OTU1236	OTU1248	OTU1249	OTU1250	OTU1259	OTU1265	OTU1304	OTU1309	OTU1323	OTU1328	OTU1336	OTU1347	OTU1410	OTU1437	OTU1469	OTU1517	OTU1539	OTU1541	OTU1546	OTU1555	OTU1564	OTU1575	OTU1587	OTU1591	OTU1598	OTU1600	OTU1617	OTU1620	OTU1621	OTU1622	OTU1627	OTU1629	OTU1631	OTU1633	OTU1639	OTU1640	OTU1642	OTU1649	OTU1653	OTU1663	OTU1665	OTU1668	OTU1687	OTU1701	OTU1711	OTU1726	OTU1730	OTU1740	OTU1746	OTU1747	OTU1810	OTU1816	OTU1844	OTU1853	OTU1865	OTU1892	OTU1923	OTU1928	OTU1940	OTU1949	OTU1950	OTU1956	OTU1970	OTU1973	OTU2005	OTU2048	OTU2082	OTU2172	OTU2210	OTU2264	OTU2347	OTU2361	OTU2369	OTU2388	OTU2574	OTU3073	OTU3356	OTU3783	OTU3787	OTU3788	OTU3790	OTU3792	OTU3794	OTU3798	OTU3799	OTU3801	OTU3802	OTU3809	OTU3810	OTU3812	OTU3857	OTU3879	OTU3881	OTU3888	OTU3899	OTU3911	OTU3928	OTU3931	OTU3943	OTU3971	OTU3982	OTU4006	OTU4008	OTU4024	OTU4037	OTU4040	OTU4045	OTU4050	OTU4052	OTU4073	OTU4074	OTU4076	OTU4087	OTU4092	OTU4098	OTU4102	OTU4106	OTU4116	OTU4140	OTU4142	OTU4150	OTU4154	OTU4162	OTU4163	OTU4173	OTU4177	OTU4185	OTU4230	OTU4233	OTU4276	OTU4296	OTU4297	OTU4314	OTU4322	OTU4324	OTU4358	OTU4415	OTU4425	OTU4440	OTU4464	OTU4526	OTU4531	OTU4588	OTU4591	OTU4603	OTU4617	OTU4651	OTU4652	OTU4723	OTU4750	OTU4863	OTU4892	OTU4901	OTU4917	OTU4966	OTU4987	OTU5010	OTU5013	OTU5015	OTU5078	OTU5079	OTU5083	OTU5088	OTU5118	OTU5121	OTU5127	OTU5128	OTU5130	OTU5131	OTU5133	OTU5135	OTU5139	OTU5142	OTU5144	OTU5150	OTU5160	OTU5163	OTU5165	OTU5172	OTU5176	OTU5178	OTU5191	OTU5192	OTU5201	OTU5204	OTU5214	OTU5220	OTU5238	OTU5257	OTU5273	OTU5300	OTU5308	OTU5327	OTU5340	OTU5341	OTU5343	OTU5346	OTU5347	OTU5350	OTU5353	OTU5356	OTU5361	OTU5365	OTU5374	OTU5377	OTU5381	OTU5407	OTU5413	OTU5430	OTU5445	OTU5464	OTU5485	OTU5513	OTU5554	OTU5613	OTU5737	OTU5738	OTU5750	OTU5760	OTU5766	OTU5861	OTU5862	OTU5864	OTU5865	OTU5874	OTU5893	OTU5926	OTU5932	OTU5933	OTU5936	OTU5940	OTU5942	OTU5945	OTU5957	OTU5963	OTU5977	OTU6001	OTU6041	OTU6097	OTU6103	OTU6123	OTU6130	OTU6138	OTU6184	OTU6188	OTU6193	OTU6202	OTU6204	OTU6210	OTU6216	OTU6229	OTU6264	OTU6268	OTU6286	OTU6310	OTU6399	OTU6402	OTU6453	OTU6520	OTU6549	OTU6579	OTU6934	OTU7048	OTU7087	OTU7120	OTU7141	OTU7152	OTU7188	OTU7338	OTU7367	OTU7428	OTU7429	OTU7430	OTU7505	OTU7529	OTU7570	OTU7601	OTU7681	OTU7832	OTU7833	OTU7836	OTU7841	OTU7842	OTU7843	OTU7847	OTU7849	OTU7862	OTU7947	OTU7991	OTU8051	OTU8184	OTU8308	OTU8321	OTU8388	OTU8409	OTU8525	OTU8864	OTU8977	OTU9102	OTU9159	OTU9164	OTU9178	OTU9856	OTU10147	OTU10192	OTU10195	OTU10196	OTU10197	OTU10200	OTU10201	OTU10202	OTU10210	OTU10213	OTU10217	OTU10218	OTU10221	OTU10222	OTU10288	OTU10316	OTU10488	OTU10521	OTU10793	OTU10866	OTU10879	OTU11098	OTU11136	OTU11636	OTU11873	OTU11911	OTU11940	OTU11985	OTU12024	OTU12079	OTU12088	OTU12098	OTU12120	OTU12132	OTU12339	OTU13600	OTU13601	OTU13630	OTU13638	OTU13644	OTU13647	OTU14741	OTU14936	OTU14945	OTU14948	OTU14955	OTU14958	OTU14962	OTU14967	OTU14973	OTU15160	OTU15224	OTU15311	OTU15312	OTU15326	OTU15330	OTU15333	OTU15352	OTU15359	OTU15391	OTU15423	OTU15484	OTU15542	OTU15544	OTU15726	OTU15799	OTU16641	OTU16776	OTU16788	OTU16794	OTU16973	OTU17039	OTU17140	OTU17143	OTU17193	OTU17210	OTU17213	OTU17215	OTU17225	OTU17331	OTU17575	OTU17576	OTU17581	OTU17635	OTU17640	OTU17652	OTU17654	OTU17656	OTU17658	OTU17665	OTU17669	OTU17791	OTU17897	OTU18271	OTU18406	OTU18488	OTU18494	OTU18509	OTU19237	OTU19271	OTU19293	OTU19307	OTU19314	OTU20687	OTU20715	OTU21111	OTU21221	OTU22299	OTU22839	OTU22963	OTU23068	OTU24164	OTU24245	OTU24592	OTU24805	OTU24807	OTU24815	OTU24817	OTU24819	OTU24837	OTU24928	OTU26024	OTU26028	OTU26268	OTU26450	OTU27011	OTU27361	OTU27881	OTU27908	OTU27910	OTU27911	OTU28576	OTU29831	OTU29937	OTU29942	OTU29945	OTU29946	OTU29986	OTU30069	OTU30206	OTU30261	OTU30526	OTU32038	OTU32215	OTU32217	OTU32228	OTU32244	OTU33087	OTU33462	OTU34152	OTU34265	OTU34423	OTU34593	OTU35329	OTU35462	OTU35499	OTU36298	OTU36569	OTU38041	OTU38914	OTU38957	OTU39027	OTU39260	OTU39641	OTU40675	OTU40677	OTU40866	OTU40985	OTU40987	OTU42084	OTU42823	OTU43600	OTU43603	OTU44062	OTU44555	OTU47118	OTU48167	OTU48747	OTU48768	OTU49682	OTU51292	OTU53301	OTU53677	OTU58282	OTU61273	OTU63754	OTU63995	OTU69526	OTU72665	OTU75446
10793.Webster.3.H4.276.1181605	3857	3599	2459	1800	229	190	84	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10793.10533.NW25	0	570	0	0	0	0	0	0	0	5992	5611	5227	3329	2573	2356	2312	2312	2182	2087	1951	1055	1014	837	633	583	576	518	516	490	421	420	374	372	345	337	324	257	248	243	224	222	221	205	192	161	148	136	135	132	128	126	125	113	107	96	79	77	72	69	67	62	56	55	50	44	40	27	23	23	15	11	10	3	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10793.700.1181449	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4476	2376	2028	1429	591	530	503	439	398	396	362	354	331	312	311	271	226	198	196	179	172	143	132	111	109	105	100	92	76	68	66	65	60	53	44	43	41	39	35	35	35	33	28	25	11	10	9	9	8	5	4	3	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10793.10533.PJS.73H1	0	2343	0	0	0	0	0	137	8	3347	0	0	0	0	0	0	0	0	0	0	0	0	2217	0	0	0	0	0	4527	0	0	0	0	0	2655	0	0	0	0	0	0	0	2910	0	4888	0	0	0	3144	0	0	0	0	0	0	0	1062	0	0	0	0	0	0	0	923	0	0	0	0	0	0	0	0	632	0	0	0	1393	0	34	0	0	8	0	3	0	34	5	2	22	6	3	9	0	9	0	0	0	9	0	4	0	0	16	0	0	12	0	0	0	32	0	4	0	6	5	0	0	0	0	0	0	0	0	0	32	0	0	0	4813	0	0	2	0	6098	3775	3772	3618	3598	3471	3288	3156	2943	2748	2694	2642	2491	1679	1670	1505	987	985	970	739	705	678	640	552	507	460	242	234	44	39	13	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10793.10533.105	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2638	0	341	0	175	185	305	0	322	44	571	313	266	21	16	11	250	11	0	264	26	523	0	77	0	15	0	0	0	20	19	0	42	165	0	0	127	0	23	0	85	81	0	0	4	24	0	65	0	0	61	1	0	0	0	0	10	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	314	0	0	27	0	10241	1836	1614	1224	1055	303	177	171	154	132	131	129	104	86	76	74	43	43	37	28	22	8	7	6	5	5	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10793.CL242.1182267	19	9	0	0	0	0	0	0	9	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	1	1	41	47	23	28	18	25	2	0	10	76	18	6	6	10	16	0	28	16	4	0	0	0	8	1	0	0	0	0	0	4	13	4	0	0	6	4	2	0	1	0	1	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	3	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	16	7	6	6	5	4	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10793.10533.CUR13.03	2504	9438	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	6275	0	0	0	0	0	5766	0	0	0	0	0	6025	0	0	0	0	0	0	0	7231	0	4744	0	0	0	5426	0	0	0	0	981	0	0	4132	0	0	0	0	0	0	0	1307	0	0	0	0	3077	0	0	0	0	0	0	0	3	0	4	0	0	0	0	2	0	2	5	0	9	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2832	2188	3064	12781	12	8396	0	908	0	3924	0	0	1100	0	0	0	918	0	0	2992	0	0	929	0	992	2614	0	3	0	10399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	9282	4956	4493	4042	3196	2595	2137	1922	1420	1236	1167	862	728	448	339	316	114	10	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
